text_a	bd_label	entity_label
此 外 ， 气 管 内 给 药 不 必 中 止 心 外 按 压 ， 亦 不 易 引 起 并 发 症 。	O O O B M M M E O O O O B M M E O O O O O O O O O O	pro pro
但 对 于 脑 死 亡 者 ， 由 于 脑 内 体 温 调 节 功 能 丧 失 ， 复 温 治 疗 效 果 通 常 很 差 。	O O O O O O O O O O S O O O O O O O O O O O O O O O O O O O O O	bod
【 临 床 表 现 】 I V H 主 要 见 于 围 生 期 窒 息 和 早 产 儿 ， 出 血 5 0 % 开 始 于 生 后 第 1 天 ， 3 0 % 发 生 在 第 2 天 ， 到 生 后 7 2 小 时 头 颅 超 声 可 发 现 9 0 % 的 I V H 。	O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O O O O O O O B M E O	dis pro dis
（ 六 ） 创 伤 和 意 外 如 窒 息 、 溺 水 、 婴 儿 猝 死 综 合 征 等 。	O O O O O O O O O B E O B E O B M M M M M E O O	dis dis dis
由 于 正 常 情 况 下 肺 动 脉 顺 应 性 良 好 ， 可 接 纳 三 倍 正 常 血 流 量 而 不 出 现 肺 高 压 ， 因 此 ， 有 时 大 量 的 左 向 右 分 流 并 不 合 并 肺 高 压 。	O O O O O O O B M E M M M M E O O O O O O O O O O O O O O O B M E O O O O O O B M M M M M M E O O O O B M E O	bod sym dis sym dis
② 纠 正 低 血 钠 ： 补 钠 量 （ m m o l / L ） 按 （ 1 3 5 - 测 得 值 ） × 0 . 6 × 体 重 计 算 ， 初 8 ～ 1 2 小 时 给 予 总 量 的 一 半 ， 余 半 量 放 入 维 持 量 中 补 给 ； 可 用 9 α - 氟 氢 可 的 松 0 . 0 5 ～ 0 . 1 m g / d 口 服 。	O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M M M E O O O O O O O O O O O O O O O	sym dru
内 源 性 感 染 的 放 线 菌 多 为 构 成 人 和 动 物 黏 膜 ， 特 别 是 口 腔 黏 膜 固 有 菌 群 中 的 兼 性 厌 氧 菌 。	B M M M E O B M E O O O O O O O O O O O O O O B M M E O O O O O O B M M M E O	dis mic bod mic
正 常 情 况 下 ， 黄 尿 酸 是 一 种 微 量 的 色 氨 酸 降 解 产 物 ， 色 氨 酸 降 解 的 主 要 途 径 是 通 过 5 - 磷 酸 吡 哆 醛 依 存 的 犬 尿 氨 酸 酶 。	O O O O O O B M E O O O O O O B M M M M M E O B M E O O O O O O O O O O B M M M M M E O O O B M M M E O	dru dru dru dru dru
对 表 现 为 大 量 蛋 白 尿 的 H B V - G N ， 有 人 试 用 泼 尼 松 短 程 疗 法 以 减 轻 蛋 白 尿 ， 但 近 年 来 研 究 认 为 H B V - G N 对 皮 质 激 素 多 无 任 何 效 应 ， 而 且 远 期 临 床 观 察 表 明 肾 上 腺 皮 质 激 素 有 弊 无 利 ， 因 此 ， 应 禁 止 单 用 肾 上 腺 皮 质 激 素 治 疗 。	O O O O O O B M E O B M M M M E O O O O O B M M M M M E O O O B M E O O O O O O O O O B M M M M E O B M M E O O O O O O O O O O O O O O O O O B M M M M M E O O O O O O O O O O O O O B M M M M M M M E O	sym dis pro sym dis dru dru pro
如 果 二 氧 化 碳 上 升 过 高 ， 可 以 出 现 心 率 、 血 压 、 心 输 出 量 降 低 ， 出 现 心 律 不 齐 ， 外 周 血 管 扩 张 症 状 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O O	bod
如 合 并 呼 吸 道 感 染 导 致 呼 吸 衰 竭 ， 应 及 时 给 氧 并 需 监 护 。	O O O B M M M E O O B M M E O O O O O O O O O O O	dis sym
1 ） 遗 传 性 ： 包 括 染 色 体 异 常 （ 如 唐 氏 综 合 征 ， 脆 性 X 综 合 征 及 其 他 染 色 体 病 ） ， 亨 廷 顿 舞 蹈 病 ， 肌 张 力 障 碍 （ 如 M e i g e 综 合 征 ） ， H y p e r e k p l e x i a s 等 。	O O O O O O O O O O O O O O O B M M M E O B M M M M E O B M M M M E O O B M M M M E O B M M M E O O B M M M M M M E O O B M M M M M M M M M M M M E O O	dis dis dis dis dis dis dis
口 服 地 巴 唑 可 促 进 神 经 系 统 功 能 的 恢 复 。	B E B M E O O O B M M E O O O O O O	pro O dru bod
血 糖 控 制 的 程 度 主 要 取 决 于 患 者 遵 循 糖 尿 病 自 我 监 测 的 严 格 性 ， 而 与 使 用 的 胰 岛 素 种 类 无 关 。	B E O O O O O O O O O O O O O O B M E O O O O O O O O O O O O O O B M E O O O O O	ite dis dru
表 5 - 5 、 5 - 5 示 新 生 儿 黄 疸 干 预 标 准 ， 主 要 针 对 非 结 合 胆 红 素 升 高 引 起 的 黄 疸 （ 中 华 医 学 会 儿 科 学 分 会 新 生 儿 学 组 ， 2 0 0 0 年 9 月 ） 。	O O O O O O O O O O O O B E O O O O O O O O O O O O B M E O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O	dis bod dis
除 前 列 腺 素 外 ， 一 些 脑 肠 肽 如 生 长 抑 素 、 胰 多 肽 及 脑 啡 肽 等 也 有 细 胞 保 护 作 用 。	O B M M E O O O O B M E O B M M E O B M E O B M E O O O B E O O O O O	bod bod bod bod bod bod
【 I C U 及 监 护 系 统 】 I C U 集 中 了 各 种 诊 疗 仪 器 和 监 护 系 统 ， 包 括 各 类 型 人 工 呼 吸 机 、 电 除 颤 起 搏 器 、 颅 压 监 护 仪 、 输 液 泵 和 监 护 系 统 等 ， 此 外 还 有 气 管 导 管 、 喉 镜 、 纤 维 支 气 管 镜 、 引 流 瓶 及 其 装 置 、 各 种 温 控 设 备 、 吸 痰 器 、 气 管 切 开 器 材 和 停 电 后 的 供 电 设 备 等 。	O B E O O O B M E O O O O O O O O O O O O O O O O O O O O B M M M E O B M M M M E O B M M M E O B M E O B M M E O O O O O O B M M E O B E O B M M M M E O B M E O O O O O O O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O	dep dep equ equ equ equ equ equ equ equ equ equ
最 近 B e n s o n 等 发 现 部 分 家 族 性 房 间 隔 缺 损 5 p 染 色 体 可 有 基 因 突 变 。	O O O O O O O O O O O O O B M M M M M M E B M M M E O O O O O O O	dis O bod
（ 1 ） 原 发 性 抽 动 障 碍 ： 包 括 T S 、 慢 性 复 杂 运 动 抽 动 障 碍 、 慢 性 复 杂 发 声 抽 动 障 碍 、 慢 性 单 纯 运 动 抽 动 障 碍 、 慢 性 单 纯 发 声 抽 动 障 碍 以 及 短 暂 性 抽 动 障 碍 。	O O O B M M M M M E O O O B E O B M M M M M M M M E O B M M M M M M M M E O B M M M M M M M M E O B M M M M M M M M E O O B M M M M M E O	dis dis dis dis dis dis dis
患 脂 肪 酸 乙 酰 辅 酶 A 脱 氢 酶 缺 乏 病 的 婴 儿 都 可 能 出 现 心 律 失 常 和 心 脏 骤 停 。	O B M M M M M M M M M M M M E O O O O O O O O B M M E O B M M E O	dis sym sym
外 伤 性 脑 动 静 脉 畸 形 较 少 见 ， 仅 发 生 于 海 绵 窦 ， 因 颈 内 动 脉 位 于 此 处 ， 故 外 伤 可 致 颈 动 脉 - 海 绵 窦 瘘 。	B M M M M M M M E O O O O O O O O B M E O O B M M E O O O O O O O O O O B M M M M M M E O	dis bod bod dis
生 殖 结 节 内 的 间 质 分 化 为 阴 茎 海 绵 体 及 尿 道 海 绵 体 。	B M M E O O B E O O O B M M M E O B M M M E O	bod bod bod bod
3 . 十 二 指 肠 和 小 肠 疾 病 患 儿 常 有 严 重 呕 吐 ， 呕 吐 物 有 绿 色 胆 汁 ， 位 置 较 高 者 生 后 不 久 即 呕 吐 ， 腹 胀 不 明 显 ， 位 置 较 低 者 呕 吐 出 现 晚 一 些 ， 呕 吐 物 为 棕 色 粪 便 样 物 质 ， 混 有 深 色 胆 汁 ， 腹 胀 明 显 ， 肠 鸣 音 活 跃 ， 可 见 肠 型 、 肠 蠕 动 波 。	O O B M M E O B E O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O B E O B E O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O	bod bod sym sym sym sym sym
6 . 循 环 免 疫 复 合 物 阳 性 。	O O B M M M M M M M E O	sym
2 . A H 间 期 从 A 波 的 第 一 个 高 大 转 折 波 的 起 点 至 H 波 的 起 点 之 间 的 距 离 称 为 A H 间 期 ， 反 映 激 动 从 右 心 房 下 部 靠 近 房 室 结 处 至 希 氏 束 的 传 导 时 间 ， 正 常 值 约 6 0 ～ 1 4 0 m s 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M E O O B M E O O O O O O O O O O O O O O O O O O O O O O O O	bod bod
其 他 常 见 的 眼 部 异 常 为 黄 斑 周 围 色 素 改 变 ， 在 黄 斑 区 中 心 凹 周 围 有 致 密 微 粒 沉 着 ， 先 天 性 白 内 障 及 眼 球 震 颤 等 。	O O O O O O O O O O B M M M M M M E O O B M M M M M M M M M M M M M E O B M M M M E O B M M E O O	sym sym dis dis
2 . I L - 1 2 I L - 1 2 是 另 一 个 有 治 疗 价 值 的 细 胞 因 子 ， 体 外 实 验 表 明 I L - 1 2 能 增 强 免 疫 细 胞 杀 伤 被 H I V 感 染 细 胞 的 能 力 。	O O B M M M E B M M M E O O O O O O O O O O B M M E O O O O O O O B M M M E O O O B M M E O O O B M M M M M E O O O O	pro O pro bod pro bod dis
（ 3 ） 免 疫 抑 制 剂 ： 皮 质 激 素 治 疗 无 效 或 泼 尼 松 维 持 量 每 日 ＞ 1 0 ～ 1 5 m g 者 ， 可 应 用 免 疫 抑 制 剂 或 联 合 用 药 。	O O O O O O O O O B M M M M E O O O B M E O O O O O O O O O O O O O O O O O O B M M M E O O O O O O	pro dru dru
早 期 使 用 的 T e n c k h o f f 透 析 管 均 为 直 管 ， 但 考 虑 到 减 少 注 入 腹 透 液 疼 痛 及 腹 透 液 流 出 梗 阻 等 问 题 ， 目 前 多 倾 向 于 使 用 弯 曲 T e n c k h o f f 透 析 管 。	O O O O O B M M M M M M M M M M E O O O O O O O O O O O O O B M E B E O B M M M M M E O O O O O O O O O O O O B M M M M M M M M M M M M E O	equ dru O sym sym equ
一 般 摄 入 数 周 或 数 月 后 出 现 症 状 ， 主 要 表 现 为 慢 性 症 状 ， 如 食 欲 减 退 、 体 重 不 增 、 激 怒 、 脂 溢 性 皮 炎 、 皮 肤 瘙 痒 、 脱 发 、 口 唇 皲 裂 、 肝 脾 大 和 肝 功 能 损 害 。	O O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O B M M E O B E O B M M M E O B E M E O B E O B M M E O B E E O S M M M E O	sym sym sym sym bod sym sym sym bod sym bod sym
常 在 生 后 7 天 左 右 发 病 ， 临 床 上 以 全 身 骨 骼 肌 的 强 直 性 痉 挛 、 牙 关 紧 闭 为 特 征 ， 故 有 “ 脐 风 ” 、 “ 七 日 风 ” 、 “ 锁 口 风 ” 之 称 。	O O O O O O O O O O O O O O O B M M M M M M M M M E O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O	sym sym
男 性 常 表 现 为 抽 动 - 秽 语 综 合 征 ； 而 女 性 常 表 现 为 无 抽 动 的 强 迫 症 。	O O O O O O B M M M M M M E O O O O O O O O O O O O B M E O	dis dis
遗 传 性 口 形 红 细 胞 增 多 症 4 . 靶 形 红 细 胞 、 珠 蛋 白 生 成 障 碍 性 贫 血 、 血 红 蛋 白 病 5 . 镰 状 红 细 胞 性 贫 血 6 . 盔 形 、 三 角 形 红 细 胞 （ 1 ） D I C （ 2 ） 微 血 管 内 溶 血 （ 3 ） 溶 血 尿 毒 综 合 征 （ 4 ） 人 工 瓣 膜 、 体 外 循 环 等 7 .	B M M M M M M M M M E O O O O O O O O O O O O O O O O O O O B M M M E O O B M M M M M M E O O O O O O O O B M E O O O O O O O O O B M M M M E O O O B M M M M M E O O O O O O O O O O O O O O O	dis dis dis bod dis dis
5 . 建 立 哮 喘 发 作 时 的 计 划 。	O O O O B E O O O O O O O	dis
根 据 病 程 腹 泻 病 分 为 ： 急 性 腹 泻 病 （ a c u t e d i a r r h e a l d i s e a s e ） 病 程 在 2 周 以 内 ； 迁 延 性 腹 泻 病 （ p e r s i s t e n t d i a r r h e a l d i s e a s e ） 病 程 在 2 周 ～ 2 个 月 ；	O O O O B M E O O O B M M M E O B M M M M M M M M M M M M M M M M M M M E O O O O O O O O O B M M M M E O B M M M M M M M M M M M M M M M M M M M M M M M M E O O O O O O O O O O O	dis dis dis dis dis
【 诊 断 与 鉴 别 诊 断 】 根 据 上 述 临 床 表 现 及 胸 部 X 线 的 表 现 ， 诊 断 不 难 。	O O O O O O O O O O O O O O O O O O B M M E O O O O O O O O O	pro
（ 五 ） 肥 大 细 胞 膜 稳 定 剂 是 一 种 非 糖 皮 质 激 素 类 抗 炎 制 剂 ， 可 抑 制 肥 大 细 胞 释 放 介 质 ， 对 其 他 炎 症 细 胞 释 放 介 质 也 有 选 择 性 抑 制 作 用 ； 主 要 用 于 轻 中 度 哮 喘 患 者 。	O O O B M M M M M M E O O O B M M M M M M M M M E O O O O B M M E O O B E O O O O B M M E O O B E O O O O O O O O O O O O O O B M M M E O O O	dru dru bod bod bod bod dis
已 知 n C h R 是 造 成 M G 自 体 免 疫 应 答 高 度 特 异 性 的 抗 原 。	O O B M M E O O O B E O O O O O O O O O O O O O O O	bod dis
如 肺 静 脉 异 位 引 流 入 冠 状 静 脉 窦 ， 该 切 面 还 可 看 到 冠 状 窦 膨 大 （ 图 9 - 9 b ） ， 这 需 要 与 大 型 房 间 隔 缺 损 鉴 别 （ 原 发 房 间 隔 缺 损 位 于 更 靠 前 的 一 个 切 面 ） 。	O B M E O O O O O B M M M E O O O O O O O O B M E O O O O O O O O O O O O O O B M M M M M E O O O O O B M M M E O O O O O O O O O O O O	bod bod bod dis dis
在 儿 童 急 性 溃 疡 时 病 灶 浅 表 ， 愈 合 较 快 ， X 线 钡 餐 检 查 常 常 易 漏 诊 或 误 诊 。	O O O B M M E O O O O O O O O O O O B M M M M E O O O O O O O O O	dis pro
随 着 C T 和 M R I 的 应 用 ， 脑 脓 肿 的 死 亡 率 下 降 了 9 0 % 。	O O B E O B M E O O O O B M E O O O O O O O O O O O	pro pro dis
慢 性 鼻 窦 炎 主 要 症 状 为 鼻 塞 、 流 脓 涕 及 张 口 呼 吸 。	B M M M E O O O O O B E O B M E O B M M E O	dis sym sym sym
本 型 还 存 在 严 重 的 小 管 间 质 病 变 、 显 著 的 单 核 细 胞 浸 润 以 及 坏 死 性 血 管 炎 。	O O O O O O O O B M M M M E O B M M M M M M M E O O B M M M M E O	sym sym dis
采 用 P A P P - A 、 h C G 及 A F P 等 指 标 筛 查 不 仅 可 筛 查 出 2 1 - 三 体 综 合 征 ， 还 可 检 出 1 8 - 三 体 综 合 征 、 先 天 性 神 经 管 缺 陷 以 及 先 天 性 腹 壁 缺 损 等 其 他 先 天 异 常 。	O O B M M M M E O B M E O B M E O O O O O O O O O O O B M M M M M M E O O O O O B M M M M M M E O B M M M M M M E O O B M M M M M E O O O O O O O O	ite ite ite dis dis dis dis
对 于 中 晚 期 结 脑 患 儿 用 甲 基 泼 尼 松 龙 5 m g / （ k g • d ） ， 静 脉 滴 注 3 ～ 5 天 后 逐 渐 减 至 1 ～ 2 m g / （ k g • d ） ， 总 疗 程 1 ～ 2 周 ， 改 为 泼 尼 松 口 服 ， 可 以 缩 短 昏 迷 时 间 ， 提 高 疗 效 。	O O O O O B E O O O B M M M M E O O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O O O O O O O O O O O O O O O O O	dis dru pro dru
如 同 热 不 稳 定 试 验 一 样 ， 可 鉴 别 不 稳 定 H b 和 α - 珠 蛋 白 生 成 障 碍 性 贫 血 。	O O O O O O O O O O O O O O B M M M M M M M M M M M M M M M M E O	dis
因 此 实 验 室 及 临 床 工 作 人 员 必 须 仔 细 核 对 、 严 格 认 真 对 待 输 血 治 疗 。	O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O	pro
目 前 研 究 最 多 的 是 1 型 糖 尿 病 与 人 类 白 细 胞 抗 原 （ H L A ） D 区 的 Ⅱ 类 抗 原 基 因 ， 后 者 位 于 第 6 号 染 色 体 短 臂 （ 6 p 2 1 . 3 ） 。	O O O O O O O O B M M M E O O O B M M M M M M M M M M E O B M M M M E O O O O O B M M M M M M E O B M M M M E O O	dis bod bod bod bod
间 接 性 肺 损 伤 如 休 克 、 败 血 症 、 创 伤 和 烧 伤 、 大 量 输 血 、 弥 散 性 血 管 内 凝 血 、 药 物 性 伤 害 、 代 谢 性 疾 病 等 成 为 致 病 的 主 要 危 险 因 素 。	B M M M M E O B E O B M E O B E O B E O B M M E O B M M B E M M E O B M M M E O B M M M E O O O O O O O O O O O O O	dis dis dis dis dis pro O sym bod O dis dis
同 样 ， Ⅶ 因 子 缺 乏 患 儿 通 过 补 充 Ⅶ 因 子 可 减 少 或 预 防 外 伤 性 颅 内 出 血 。	O O O B M E O O O O O O O O B M E O O O O O O O O O O O O O O	bod bod
病 毒 复 制 不 全 、 产 生 前 病 毒 或 与 宿 主 细 胞 D N A 整 合 时 不 能 分 离 成 功 。	B E O O O O O O O O B E O O B M M M M M E O O O O O O O O O O	mic mic bod
主 肺 动 脉 之 间 相 互 空 间 位 置 的 变 化 与 冠 状 动 脉 的 起 源 及 分 布 有 关 。	B M M E O O O O O O O O O O O O B M M E O O O O O O O O O	bod bod
（ 二 ） F M R - 1 基 因 的 结 构 、 转 录 和 翻 译 F X 的 基 因 称 为 脆 性 X 智 能 落 后 1 基 因 （ f r a g i l e X m e n t a l r e t a r d a t i o n - 1 ， F M R - 1 ） ， 定 位 于 X q 2 7 . 3 区 带 ， 在 基 因 组 中 跨 越 3 8 k b ， 由 1 7 个 外 显 子 和 1 6 个 内 含 子 组 成 。	O O O B M M M M M E O O O O O O O O O B M M M E O O B M M M M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M E O O O O O B M M M M M M E O O B M E O O O O O O O O O B M M M M E O B M M M M E O O O	bod bod bod bod bod bod bod bod
术 后 处 理 ： 主 动 脉 弓 及 其 分 支 畸 形 病 例 ， 由 于 受 压 迫 的 气 管 软 骨 环 发 育 不 良 且 较 软 弱 ， 易 于 吸 气 时 萎 陷 ， 因 此 术 后 数 日 仍 需 持 续 气 管 插 管 加 压 ， 给 予 高 湿 度 氧 吸 入 ； 吸 除 气 道 分 泌 物 ， 保 证 呼 吸 道 通 畅 。	O O O O O B M M E O O O O O O O O O O O O O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M E O O O O O O O O O O O O B M M M E O O O B M E O O O	bod bod pro bod bod
目 前 已 经 研 发 的 复 方 青 蒿 素 有 ： 复 方 蒿 甲 醚 、 双 氢 青 蒿 素 哌 喹 、 复 方 萘 酚 喹 和 复 方 青 蒿 素 片 。	O O O O O O O B M M M E O O B M M M E O B M M M M M E O B M M M E O B M M M M E O	dru dru dru dru dru
巨 噬 细 胞 - 粒 细 胞 集 落 刺 激 因 子 调 节 巨 噬 细 胞 功 能 。	O O O O O O O O O O O O O O O O B M M E O O O	bod
这 解 释 了 为 什 么 严 重 主 动 脉 瓣 狭 窄 时 会 发 生 心 内 膜 下 坏 死 及 纤 维 化 。	O O O O O O O O O B M M M M E O O O O B M E M M M M M M E O	dis bod sym
H F O 通 气 量 取 决 于 振 幅 、 气 管 插 管 的 大 小 及 呼 吸 系 统 的 阻 力 和 顺 应 性 。	B M E O O O O O O O O O B M M E O O O O B M M E O O O O O O O O	pro equ bod
应 该 尽 量 在 4 8 ～ 7 2 小 时 内 得 到 氨 基 酸 和 有 机 酸 的 分 析 结 果 。	O O O O O O O O O O O O O O O B M E O B M E O O O O O O	bod bod
新 生 儿 期 可 有 排 尿 费 力 、 哭 吵 及 尿 滴 沥 症 状 ， 甚 至 发 生 急 性 尿 潴 留 。	O O O O O O B M M E O B M M M M M M E O B M M M M M M M E O	sym sym sym
而 一 种 药 物 的 药 理 或 毒 理 反 应 可 能 直 接 与 特 异 血 清 浓 度 范 围 有 关 。	O O O O O O O O O O O O O O O O O O O O B E O O O O O O O	bod
也 有 因 贫 血 待 查 、 难 治 性 佝 偻 病 5 期 G F R 育 迟 缓 以 及 多 饮 多 尿 而 来 就 诊 者 ， 则 需 经 仔 细 的 体 检 、 尿 液 检 查 （ 包 括 比 重 ） 及 血 生 化 肾 功 能 等 测 定 以 及 时 检 出 C R F ， 并 尽 量 寻 找 病 因 。	O O O O O O O O O O O O O O B M M M E O O O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O O O O O O O O O	dis sym dis
原 发 性 气 胸 原 因 不 明 ， 多 发 生 于 青 少 年 和 成 人 ， 尤 其 是 体 型 高 而 瘦 的 男 性 。	B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis
目 前 认 为 ， 在 上 述 因 素 中 两 大 环 境 因 素 对 大 多 数 溃 疡 患 者 的 发 病 有 重 要 意 义 ， 即 幽 门 螺 杆 菌 感 染 与 非 甾 体 类 抗 炎 药 （ N S A I D s ） 的 使 用 。	O O O O O O O O O O O O O O O O O O O O O B E O O O O O O O O O O O O B M M M E O O O B M M M M M E O B M M M M E O O O O O	dis mic dru dru
方 法 有 ： 表 6 - 4 心 肺 复 苏 程 序 （ 1 ） 背 部 叩 打 加 胸 部 压 迫 法 （ 图 6 - 6 ） ： 医 务 人 员 取 坐 位 ， 保 持 婴 儿 俯 卧 于 救 者 前 臂 上 ， 前 臂 可 放 于 大 腿 上 ， 用 手 指 张 开 托 住 患 儿 的 嘴 并 固 定 患 儿 的 头 ， 保 持 头 低 位 。	O O O O O O O O B M M E O O O O O B M M M M M M M M E O O O O O O O B M M M M M E O B M M M M M M M M M M E O B M M M M M M E O B M M M M M M M M M M M M M M M M E O B M M M E O	pro pro pro pro pro pro pro
